Age,Salary,Gender,Marital Status,Years of Experience
37,96723,Prefer Not to Say,Divorced,5
26,68259,Male,Married,2
34,180030,Prefer Not to Say,Divorced,24
50,28615,Female,Married,8
54,155836,Male,Divorced,19
47,171858,Female,Single,9
51,69598,Male,Single,23
33,102624,Prefer Not to Say,Single,12
61,78363,Female,Divorced,23
58,75685,Female,Married,5
52,15435,Prefer Not to Say,Married,7
57,161885,Prefer Not to Say,Married,21
63,51984,Male,Married,22
46,101882,Prefer Not to Say,Divorced,6
50,38493,Female,Single,1
47,115882,Male,Single,21
44,191001,Female,Married,14
30,140362,Male,Single,7
22,131014,Female,Married,2
59,159851,Female,Single,25
45,38689,Female,Married,1
31,167302,Prefer Not to Say,Married,20
46,115371,Male,Married,21
31,143820,Female,Divorced,20
58,137643,Male,Divorced,5
44,173428,Male,Single,25
43,183169,Prefer Not to Say,Divorced,3
65,66923,Female,Divorced,11
55,142540,Female,Married,19
40,54380,Prefer Not to Say,Single,17
37,190902,Female,Divorced,24
56,100854,Prefer Not to Say,Divorced,1
52,32389,Female,Divorced,15
27,51371,Female,Single,10
65,179281,Male,Married,1
47,36370,Male,Married,5
45,152878,Female,Divorced,5
50,174894,Female,Married,19
60,50808,Male,Married,16
38,75094,Male,Single,2
35,62560,Male,Married,7
53,158874,Female,Single,15
31,159394,Female,Married,5
28,135733,Prefer Not to Say,Divorced,5
25,181871,Prefer Not to Say,Single,23
18,73665,Male,Single,13
50,73903,Male,Married,16
19,62375,Female,Married,13
64,141484,Female,Married,6
40,68227,Prefer Not to Say,Divorced,24
60,50799,Prefer Not to Say,Divorced,13
23,129098,Male,Single,5
57,184439,Prefer Not to Say,Married,22
40,151184,Male,Divorced,3
29,78060,Prefer Not to Say,Divorced,21
55,6142,Male,Single,5
29,193611,Male,Married,9
62,116181,Prefer Not to Say,Divorced,15
48,52589,Male,Divorced,16
46,30137,Male,Divorced,13
63,121318,Prefer Not to Say,Single,2
31,66374,Male,Single,2
37,79044,Female,Single,3
59,122646,Male,Single,24
51,116167,Male,Married,24
61,178528,Prefer Not to Say,Married,21
30,70216,Prefer Not to Say,Married,1
62,127908,Female,Married,15
18,56586,Male,Divorced,24
30,119859,Female,Divorced,18
55,8288,Prefer Not to Say,Divorced,3
61,62421,Female,Divorced,19
62,40667,Female,Divorced,6
34,140131,Female,Single,5
51,66503,Female,Married,16
35,105721,Male,Single,24
40,115885,Prefer Not to Say,Single,8
35,32838,Prefer Not to Say,Divorced,3
31,147858,Male,Divorced,25
58,138118,Female,Divorced,10
23,46837,Prefer Not to Say,Married,10
30,139192,Male,Single,22
33,27787,Male,Divorced,6
56,121906,Female,Single,12
33,107378,Male,Single,8
38,195296,Prefer Not to Say,Divorced,12
62,163399,Prefer Not to Say,Divorced,14
54,37113,Female,Divorced,17
56,19865,Male,Married,12
65,32886,Female,Married,22
28,143209,Prefer Not to Say,Married,12
46,42126,Prefer Not to Say,Married,19
35,12888,Male,Married,19
62,12565,Male,Married,8
54,65403,Male,Divorced,4
51,15149,Female,Divorced,10
34,99590,Male,Married,8
50,167592,Male,Divorced,2
56,160341,Female,Divorced,18
57,16264,Female,Married,19
42,36418,Prefer Not to Say,Single,10
50,16050,Male,Divorced,20
44,153575,Male,Married,24
46,33722,Female,Married,24
43,23585,Female,Married,8
43,165413,Male,Single,12
42,184424,Male,Married,7
62,35086,Female,Married,14
52,7711,Female,Single,21
51,10203,Female,Single,1
60,154992,Female,Divorced,15
30,65279,Female,Married,1
20,152461,Prefer Not to Say,Single,18
22,58645,Prefer Not to Say,Married,17
27,113099,Female,Single,25
38,163792,Prefer Not to Say,Married,19
39,49057,Female,Married,16
41,141060,Male,Divorced,22
47,146111,Female,Divorced,18
46,90431,Prefer Not to Say,Married,12
35,131143,Male,Divorced,5
47,126545,Prefer Not to Say,Married,25
43,139092,Female,Single,1
26,11961,Female,Married,1
30,98632,Male,Married,5
56,89178,Male,Divorced,15
50,56541,Female,Married,24
61,143522,Male,Married,19
19,27715,Prefer Not to Say,Divorced,5
30,148460,Prefer Not to Say,Single,13
41,27903,Prefer Not to Say,Married,25
23,122765,Prefer Not to Say,Married,10
34,35151,Male,Divorced,21
48,183613,Female,Divorced,12
25,9073,Female,Single,4
44,64974,Female,Married,23
60,152794,Female,Divorced,24
52,28233,Female,Married,24
23,158246,Prefer Not to Say,Single,11
49,102688,Male,Divorced,17
35,160235,Prefer Not to Say,Divorced,24
27,110499,Prefer Not to Say,Married,4
53,99483,Male,Single,4
39,129567,Male,Married,19
18,150598,Prefer Not to Say,Married,17
47,26970,Female,Divorced,17
24,198534,Prefer Not to Say,Divorced,13
63,146809,Prefer Not to Say,Single,10
39,150997,Female,Single,7
28,38019,Female,Married,11
29,151891,Prefer Not to Say,Married,13
52,186256,Male,Single,2
51,105596,Male,Married,23
36,80835,Prefer Not to Say,Married,25
41,58261,Prefer Not to Say,Married,17
30,192854,Female,Married,17
52,79882,Prefer Not to Say,Married,6
39,122087,Male,Divorced,23
49,100128,Female,Married,13
59,158011,Male,Divorced,2
35,20521,Prefer Not to Say,Married,1
59,184536,Prefer Not to Say,Divorced,6
51,196346,Prefer Not to Say,Divorced,8
27,134788,Male,Divorced,6
50,40120,Prefer Not to Say,Single,2
49,180528,Prefer Not to Say,Divorced,3
34,154105,Male,Single,6
51,104149,Male,Married,7
43,138794,Male,Married,6
48,82475,Prefer Not to Say,Single,10
63,95243,Male,Married,4
46,104949,Male,Married,9
30,199788,Prefer Not to Say,Single,5
48,113098,Female,Divorced,20
22,90809,Prefer Not to Say,Divorced,24
18,106003,Male,Single,9
41,176474,Female,Single,6
59,104415,Prefer Not to Say,Single,3
19,51146,Female,Married,2
58,89845,Male,Divorced,13
49,75191,Female,Divorced,5
20,197609,Prefer Not to Say,Divorced,6
58,176939,Female,Divorced,12
38,160854,Female,Divorced,21
28,8728,Prefer Not to Say,Married,23
65,177210,Prefer Not to Say,Divorced,17
31,64069,Male,Single,9
29,132014,Female,Married,5
43,167130,Female,Divorced,5
56,27935,Prefer Not to Say,Divorced,19
38,115911,Male,Divorced,8
40,55091,Prefer Not to Say,Divorced,17
52,156813,Male,Single,25
58,166754,Prefer Not to Say,Divorced,3
31,146024,Female,Divorced,7
51,170084,Female,Married,22
58,11264,Female,Divorced,22
39,145784,Prefer Not to Say,Married,1
47,182473,Male,Single,11
54,180202,Female,Single,9
59,150841,Female,Married,23
48,197595,Prefer Not to Say,Single,11
36,180624,Female,Divorced,7
32,93837,Male,Divorced,9
41,8024,Male,Single,16
50,63653,Prefer Not to Say,Single,8
37,49343,Prefer Not to Say,Divorced,14
25,32084,Female,Single,7
62,40203,Male,Divorced,8
30,100803,Prefer Not to Say,Married,7
52,199573,Male,Single,3
40,59379,Female,Married,12
31,192633,Female,Married,6
46,193405,Male,Divorced,14
53,157437,Female,Married,16
52,125130,Female,Divorced,22
41,185275,Female,Single,17
25,125072,Male,Married,13
59,172190,Prefer Not to Say,Single,15
55,98144,Female,Married,24
58,165645,Prefer Not to Say,Single,19
19,136636,Female,Married,13
60,9472,Prefer Not to Say,Divorced,2
32,171546,Prefer Not to Say,Divorced,8
55,71844,Male,Single,2
25,44023,Male,Single,13
62,8409,Prefer Not to Say,Single,5
41,184524,Male,Divorced,7
38,195392,Male,Married,16
31,149297,Prefer Not to Say,Single,3
56,121913,Female,Single,3
45,65989,Prefer Not to Say,Divorced,24
19,174444,Female,Divorced,12
53,152845,Prefer Not to Say,Single,1
23,181669,Prefer Not to Say,Single,24
20,20167,Female,Divorced,9
26,168236,Male,Single,21
26,34320,Female,Married,24
55,118017,Female,Single,3
31,128772,Male,Single,9
39,98848,Prefer Not to Say,Single,11
65,175597,Female,Single,16
35,13298,Female,Married,4
22,121303,Male,Divorced,4
49,49958,Male,Married,9
23,181132,Prefer Not to Say,Divorced,14
41,100057,Prefer Not to Say,Single,2
52,30641,Male,Divorced,20
33,196369,Prefer Not to Say,Married,9
57,143512,Male,Single,23
27,155929,Male,Married,24
57,199247,Female,Divorced,12
57,5551,Male,Divorced,3
65,178439,Female,Divorced,15
54,164230,Prefer Not to Say,Single,23
50,170870,Female,Married,10
29,99798,Male,Married,10
26,77173,Male,Divorced,11
45,101211,Prefer Not to Say,Divorced,12
43,183542,Female,Divorced,20
32,150145,Male,Married,24
61,39770,Female,Single,14
22,14275,Female,Married,10
34,101610,Female,Single,20
19,186860,Male,Single,20
31,39406,Female,Single,5
23,38424,Female,Single,15
56,123266,Male,Married,4
36,127787,Female,Married,8
22,177558,Male,Single,4
43,126157,Male,Divorced,18
38,160835,Prefer Not to Say,Single,24
43,45545,Male,Single,3
30,100364,Male,Divorced,10
38,75415,Prefer Not to Say,Married,24
63,133088,Prefer Not to Say,Single,14
44,82096,Female,Single,17
30,175279,Female,Divorced,8
64,161983,Female,Married,2
23,170721,Female,Single,1
39,157568,Prefer Not to Say,Divorced,3
64,25963,Female,Divorced,25
45,138497,Female,Single,3
19,146987,Prefer Not to Say,Married,20
49,141091,Female,Divorced,2
56,23761,Male,Single,20
46,35739,Male,Single,24
54,167819,Female,Single,25
65,193626,Female,Married,4
52,11900,Male,Divorced,25
56,184191,Prefer Not to Say,Married,9
57,78089,Male,Single,18
50,173360,Male,Single,12
30,190925,Female,Married,23
20,129034,Female,Single,14
51,123512,Female,Divorced,7
26,148639,Male,Divorced,7
47,91543,Prefer Not to Say,Single,22
44,62885,Female,Married,7
45,168121,Prefer Not to Say,Single,18
62,165776,Prefer Not to Say,Married,6
49,127944,Male,Divorced,25
63,116284,Female,Single,13
25,11283,Female,Divorced,19
31,147221,Female,Married,10
42,83832,Prefer Not to Say,Divorced,25
34,99212,Prefer Not to Say,Divorced,9
24,159871,Female,Divorced,2
19,49987,Prefer Not to Say,Married,20
22,65244,Prefer Not to Say,Single,1
44,66416,Male,Married,20
41,139616,Prefer Not to Say,Married,2
34,17171,Prefer Not to Say,Single,17
39,54602,Prefer Not to Say,Divorced,5
53,104212,Female,Single,5
44,96748,Female,Divorced,1
40,59488,Prefer Not to Say,Divorced,5
51,184918,Male,Married,15
31,20820,Male,Married,20
56,36318,Prefer Not to Say,Single,25
28,72922,Prefer Not to Say,Married,14
65,198104,Male,Married,23
36,173340,Prefer Not to Say,Divorced,1
47,146970,Male,Married,25
21,139613,Prefer Not to Say,Single,14
26,177483,Female,Married,24
28,112612,Female,Single,2
21,28843,Female,Divorced,18
31,170328,Male,Married,17
59,174715,Prefer Not to Say,Single,11
18,153618,Prefer Not to Say,Divorced,13
63,198589,Female,Divorced,12
25,157346,Male,Divorced,12
50,21915,Male,Single,19
38,163092,Male,Divorced,5
60,31206,Prefer Not to Say,Single,11
37,51630,Female,Single,22
38,76249,Female,Divorced,9
47,153844,Female,Divorced,17
21,18525,Prefer Not to Say,Married,21
19,151354,Female,Divorced,7
18,98821,Female,Single,17
54,69330,Prefer Not to Say,Single,25
54,193762,Female,Married,14
26,139464,Male,Divorced,13
22,86406,Male,Married,16
59,50400,Female,Married,8
42,116503,Prefer Not to Say,Divorced,3
28,22311,Prefer Not to Say,Divorced,21
64,168900,Male,Married,7
23,142302,Female,Divorced,11
50,170526,Female,Married,6
34,138616,Male,Divorced,21
26,8128,Male,Divorced,22
62,45193,Prefer Not to Say,Single,8
52,22883,Female,Divorced,18
32,115053,Female,Divorced,21
38,143602,Prefer Not to Say,Divorced,25
34,14094,Male,Divorced,15
63,159700,Prefer Not to Say,Divorced,18
23,129861,Female,Single,10
37,50093,Female,Divorced,13
65,98639,Male,Divorced,17
37,114653,Prefer Not to Say,Single,22
43,13426,Prefer Not to Say,Divorced,21
25,29761,Female,Married,10
20,141986,Prefer Not to Say,Divorced,9
18,190483,Prefer Not to Say,Divorced,9
51,94351,Female,Married,17
58,55886,Female,Married,15
37,15600,Prefer Not to Say,Single,14
21,138986,Female,Married,17
30,183494,Female,Married,23
23,114407,Prefer Not to Say,Married,20
40,161469,Female,Single,16
64,199740,Female,Married,9
56,162380,Male,Divorced,12
37,44590,Female,Married,19
28,184724,Female,Married,1
57,107940,Male,Divorced,24
43,94068,Male,Divorced,14
19,104537,Female,Divorced,24
19,182293,Prefer Not to Say,Single,2
28,96113,Prefer Not to Say,Married,20
20,36707,Prefer Not to Say,Married,20
57,80448,Prefer Not to Say,Single,2
25,45748,Female,Married,21
31,50559,Female,Single,8
20,91906,Female,Married,7
23,175283,Prefer Not to Say,Married,7
46,131955,Prefer Not to Say,Married,10
33,188543,Male,Single,15
35,54495,Male,Single,15
57,193868,Prefer Not to Say,Married,16
61,26910,Female,Divorced,5
45,69103,Prefer Not to Say,Married,13
28,6181,Male,Married,19
41,106113,Prefer Not to Say,Divorced,23
54,129770,Male,Married,17
59,114457,Male,Married,16
44,97169,Female,Divorced,4
59,148065,Male,Divorced,23
60,47155,Female,Married,16
62,95105,Male,Divorced,23
58,146715,Male,Married,23
19,18118,Male,Married,25
20,170631,Male,Single,7
63,63807,Female,Single,25
43,36310,Male,Married,19
25,183428,Male,Divorced,25
41,51915,Prefer Not to Say,Single,4
28,93896,Male,Married,12
63,48158,Male,Single,1
28,49473,Prefer Not to Say,Married,19
31,185260,Male,Single,6
29,17727,Male,Single,3
52,35518,Prefer Not to Say,Married,23
45,83911,Prefer Not to Say,Married,20
53,96932,Prefer Not to Say,Divorced,8
50,31823,Prefer Not to Say,Single,9
58,72696,Female,Divorced,3
38,97802,Male,Married,18
53,73212,Prefer Not to Say,Divorced,15
20,73773,Male,Single,1
61,167190,Prefer Not to Say,Divorced,15
61,45281,Prefer Not to Say,Divorced,5
38,127068,Male,Married,17
46,182574,Male,Married,6
54,171004,Male,Single,14
58,40823,Prefer Not to Say,Divorced,11
28,116881,Female,Divorced,19
18,111618,Male,Single,4
29,51201,Female,Married,20
27,140489,Prefer Not to Say,Single,4
22,174987,Male,Married,8
40,5387,Male,Single,9
34,191291,Prefer Not to Say,Divorced,8
64,32136,Male,Single,23
35,141707,Female,Married,15
35,142467,Female,Divorced,19
43,152112,Female,Divorced,13
33,199811,Female,Single,1
45,11046,Female,Married,3
63,84086,Male,Single,20
18,188720,Male,Married,21
50,11154,Male,Married,12
47,182518,Female,Single,3
46,149671,Male,Married,13
32,52436,Prefer Not to Say,Married,9
54,198272,Female,Married,4
47,125078,Female,Single,12
32,134665,Prefer Not to Say,Single,23
24,76524,Prefer Not to Say,Married,7
29,135639,Prefer Not to Say,Divorced,16
40,129429,Female,Married,15
63,154142,Female,Single,19
65,36611,Male,Divorced,21
49,133344,Female,Single,13
42,35525,Prefer Not to Say,Married,14
44,74033,Prefer Not to Say,Single,11
36,94142,Female,Single,19
48,27409,Prefer Not to Say,Married,21
60,50663,Female,Single,5
57,9701,Female,Married,5
62,31130,Prefer Not to Say,Divorced,10
48,96178,Male,Single,4
41,170388,Male,Married,16
50,197714,Prefer Not to Say,Married,16
57,147334,Male,Single,9
45,88120,Prefer Not to Say,Divorced,17
39,145618,Male,Married,7
40,60914,Female,Single,25
25,181582,Male,Divorced,11
31,69807,Female,Married,2
62,116273,Prefer Not to Say,Single,23
56,156321,Prefer Not to Say,Divorced,11
39,106534,Female,Single,2
62,22319,Prefer Not to Say,Single,4
56,141680,Prefer Not to Say,Divorced,19
45,39885,Male,Divorced,19
40,18034,Female,Married,20
23,113321,Female,Single,25
44,148384,Prefer Not to Say,Divorced,17
18,111184,Prefer Not to Say,Single,16
62,49996,Prefer Not to Say,Divorced,7
65,55739,Female,Married,4
43,11642,Female,Single,13
43,188599,Prefer Not to Say,Married,5
38,169828,Prefer Not to Say,Single,11
32,71941,Male,Divorced,15
22,46014,Male,Married,3
30,119640,Female,Married,23
22,32540,Female,Divorced,21
35,57619,Prefer Not to Say,Married,16
20,69033,Male,Single,15
25,62588,Male,Divorced,1
46,118980,Male,Single,2
46,115721,Male,Single,4
36,62469,Female,Divorced,15
27,19400,Male,Divorced,21
31,189832,Prefer Not to Say,Married,3
38,139389,Male,Single,20
25,130268,Prefer Not to Say,Divorced,25
19,6763,Prefer Not to Say,Single,24
45,138048,Female,Married,4
52,75618,Female,Single,1
32,78517,Female,Divorced,4
38,143209,Prefer Not to Say,Married,15
48,86887,Male,Divorced,9
24,116020,Prefer Not to Say,Single,6
35,174960,Female,Divorced,3
47,46204,Female,Divorced,18
26,182748,Female,Single,14
24,52912,Prefer Not to Say,Single,14
24,46764,Female,Divorced,13
59,160365,Female,Married,9
40,177362,Female,Married,3
18,142443,Female,Single,25
26,41659,Male,Married,21
44,39449,Male,Single,11
36,75266,Female,Divorced,7
24,71520,Male,Single,10
31,46958,Female,Married,3
32,185564,Male,Married,14
57,105046,Female,Divorced,12
41,83651,Prefer Not to Say,Single,16
42,148783,Male,Married,1
59,143541,Female,Single,10
60,90319,Prefer Not to Say,Divorced,14
52,122764,Male,Single,7
26,81370,Female,Married,16
40,70737,Male,Married,10
38,65022,Prefer Not to Say,Single,12
35,69375,Female,Divorced,20
43,177371,Female,Single,24
65,139476,Prefer Not to Say,Single,9
18,98177,Female,Divorced,5
52,63371,Prefer Not to Say,Married,17
32,147478,Female,Married,16
59,157652,Prefer Not to Say,Single,14
45,192731,Male,Single,9
21,49669,Female,Single,23
24,195649,Male,Divorced,21
50,8299,Male,Married,7
24,61676,Prefer Not to Say,Divorced,16
47,45979,Prefer Not to Say,Single,9
18,117410,Female,Single,17
36,188365,Female,Single,21
39,188663,Female,Married,7
25,152723,Female,Married,2
21,73039,Male,Divorced,4
19,193296,Female,Divorced,11
53,67124,Prefer Not to Say,Single,3
21,136000,Prefer Not to Say,Divorced,25
34,199985,Male,Single,20
52,132630,Female,Single,24
48,92799,Prefer Not to Say,Divorced,15
21,121226,Prefer Not to Say,Single,17
21,30059,Male,Divorced,21
23,140633,Male,Married,11
42,27570,Prefer Not to Say,Divorced,10
19,197305,Male,Single,19
61,48975,Female,Married,14
62,140763,Female,Single,13
60,14212,Prefer Not to Say,Single,2
50,170077,Prefer Not to Say,Divorced,4
64,48190,Female,Single,1
30,101379,Prefer Not to Say,Divorced,25
38,71075,Prefer Not to Say,Married,24
49,136174,Female,Married,13
36,50911,Female,Single,8
43,180806,Female,Divorced,15
26,15941,Female,Single,13
57,134534,Male,Divorced,2
59,159485,Prefer Not to Say,Single,1
27,159323,Female,Married,1
45,30423,Female,Divorced,20
31,107984,Prefer Not to Say,Divorced,8
24,132163,Male,Married,8
59,138951,Male,Single,22
19,92274,Male,Divorced,2
64,181445,Male,Single,8
51,196548,Prefer Not to Say,Divorced,15
47,100154,Female,Single,5
65,83708,Prefer Not to Say,Married,5
50,169663,Female,Married,1
58,134730,Prefer Not to Say,Divorced,17
32,84409,Female,Married,1
59,53770,Female,Divorced,11
28,28452,Female,Single,11
22,99968,Female,Single,13
24,91019,Female,Divorced,15
40,33052,Female,Divorced,15
20,105082,Prefer Not to Say,Single,2
65,187920,Male,Divorced,1
46,182282,Male,Married,8
31,124890,Female,Divorced,14
34,103760,Male,Single,13
58,111553,Prefer Not to Say,Single,15
22,76759,Prefer Not to Say,Divorced,6
44,130981,Male,Divorced,2
56,97843,Male,Single,25
51,147905,Female,Divorced,25
56,67021,Prefer Not to Say,Divorced,23
36,20818,Prefer Not to Say,Single,3
35,27874,Female,Single,17
60,50308,Female,Single,19
36,157630,Female,Married,23
25,83147,Female,Single,11
27,151289,Female,Married,5
21,187057,Male,Married,14
33,95654,Prefer Not to Say,Divorced,3
54,39931,Male,Single,16
36,135081,Prefer Not to Say,Married,20
58,154027,Male,Divorced,5
24,151892,Prefer Not to Say,Married,3
30,164441,Female,Single,2
54,186501,Male,Single,16
64,96935,Female,Married,12
54,71114,Prefer Not to Say,Married,16
29,53905,Female,Married,6
26,69522,Male,Single,20
18,100801,Male,Married,25
